0.0,0.333333333,0.5,0.086956522,0.409387524,0.0,0.0,0.82396088,1.0,0.255696757,0.453593953,0.41040355,0.0,0.407509494,0.0,0.0,0.750556793,0.918918918,0.255696757,0.425355632,0.399873338,0.0,0.222222222,0.008478963,0.0,0.0,0.82396088,1.0,0.255696757,0.2,0.2,0.0,0.0,0.0,1.0,0.0,0.00708061,1.0
0.0,0.666666667,0.8,0.086956522,0.034478929,0.0,0.0,0.017114914,0.117647059,0.001752849,0.042613636,0.034570171,0.666666667,0.734339537,0.0,0.0,0.0155902,0.108108108,0.001752848,0.039960741,0.033683163,0.0,0.777777778,0.087309312,0.0,0.0,0.017114914,0.117647059,0.001752848,0.125,0.4,0.5,0.5,0.666666667,0.333333333,0.014910001,0.078956114,0.0
0.0,0.0,0.5,0.434782609,0.127993188,0.028200789,0.136972343,0.019559902,0.147058824,0.185363716,0.027430404,0.128372983,0.0,0.092168225,0.01953125,0.136972344,0.017817372,0.135135135,0.185363716,0.025722735,0.125079164,0.007287449,0.0,0.030079945,0.019531249,0.120702925,0.019559902,0.147058824,0.185363716,0.550000001,0.2,0.0,0.0,0.0,0.0,0.015,0.030718018,0.0
0.0,0.0,0.833333333,0.565217391,0.24284273,0.338409476,0.151819505,0.019559902,0.147058824,0.20398773,0.182538604,0.243588315,0.0,0.207327155,0.234375,0.151819505,0.017817372,0.135135135,0.20398773,0.171174731,0.237338279,0.004858299,0.0,0.030345538,0.234375,0.133786557,0.019559902,0.147058824,0.20398773,0.35,0.2,0.0,0.0,0.0,0.333333333,0.015,0.030940307,0.0
0.0,0.666666667,0.833333333,0.043478261,0.214639429,0.0,0.0,0.007334964,0.0,6.57E-4,0.245908547,0.215285902,0.333333333,0.061307195,0.0,0.0,0.006681515,0.0,6.57E-4,0.230599603,0.209762056,0.0,0.333333334,0.008568821,0.0,0.0,0.007334963,0.0,6.57E-4,0.150000001,0.2,0.0,0.0,0.0,0.166666667,0.003999998,0.008637787,0.0
0.0,1.0,0.3,0.260869565,0.850347566,0.100958826,0.266812227,0.227383863,0.205882353,0.336108677,0.852707699,0.850957342,0.0,0.841143454,0.069921875,0.266812228,0.207126948,0.189189189,0.336108676,0.799622699,0.829123315,0.004858299,0.777777778,0.06761611,0.069921875,0.235120575,0.227383863,0.205882353,0.336108677,0.275,0.2,0.0,0.0,0.0,0.0,0.038400002,0.070805282,0.0
0.0,1.0,0.833333333,0.260869565,0.968760701,0.0,0.0,0.007334964,0.0,6.57E-4,0.962796324,0.969181199,0.0,0.968009722,0.0,0.0,0.006681515,0.0,6.57E-4,0.902857798,0.944313761,0.0,0.777777778,0.00452172,0.0,0.0,0.007334963,0.0,6.57E-4,0.3,0.2,0.0,0.0,0.0,0.0,0.1,0.040817634,0.0
0.0,0.0,0.833333333,0.086956522,0.226783417,0.0,0.0,0.034229829,0.0,0.004163015,0.259297521,0.227459283,0.333333333,0.21908104,0.0,0.0,0.031180401,0.0,0.004163015,0.243155051,0.221623089,0.0,0.0,0.734414003,0.0,0.0,0.034229829,0.0,0.004163014,0.475,0.0,0.0,0.0,0.0,0.0,0.0,0.614687994,0.0
0.0,0.666666667,0.1,0.695652174,0.589733146,0.111675127,0.035516739,0.007334964,0.0,0.051709027,0.001345693,0.590562149,0.0,0.35676926,0.07734375,0.03551674,0.006681515,0.0,0.051709027,0.001261918,0.575409391,0.006477733,0.777777778,0.034594917,0.07734375,0.031298102,0.007334963,0.0,0.051709028,0.150000001,0.2,0.0,0.0,0.0,0.5,0.015,0.034497036,0.0
0.0,0.0,0.833333333,0.347826087,0.237798161,0.022560632,0.023144105,0.185819071,0.529411765,0.03549518,0.272727272,0.238518394,0.333333333,0.232230294,0.015625,0.023144105,0.169265034,0.486486487,0.03549518,0.255748738,0.232398444,0.00242915,0.0,0.105860485,0.015625,0.020395074,0.18581907,0.529411765,0.035495179,0.45,0.6,1.0,1.0,0.0,0.0,0.0,0.088588911,0.0
